Date,Month,Username,Item,Price,Category,Shoppingtype
1/30/2014,Jan-14,Shugo,Espresso Royale,2.46,F,STRSTR
1/30/2014,Jan-14,Shugo,Stree,4.32,G,STRSTR
1/29/2014,Jan-14,Shugo,Taco Bell,4.47,F,STRSTR
1/29/2014,Jan-14,Shugo,Sakanaya,27.21,F,STRSTR
1/29/2014,Jan-14,Shugo,Espresso Royale,2.19,F,STRSTR
1/29/2014,Jan-14,Shugo,Check 1036,28.89,S,STRSTR
1/28/2014,Jan-14,Shugo,U Il Ece,7.76,S,STRSTR
1/28/2014,Jan-14,Shugo,Aroma Cafe,3.16,F,STRSTR
1/27/2014,Jan-14,Shugo,Stree,3.82,G,STRSTR
1/27/2014,Jan-14,Shugo,Espresso Royale,2.19,F,STRSTR
1/27/2014,Jan-14,Shugo,Legend,3.00,F,STRSTR
1/27/2014,Jan-14,Shugo,Legend,2.00,F,STRSTR
1/27/2014,Jan-14,Shugo,Dunkin Donuts,2.94,F,STRSTR
1/24/2014,Jan-14,Shugo,Stree,5.29,G,STRSTR
1/23/2014,Jan-14,Shugo,Antonios Pizza N,5.65,F,STRSTR
1/23/2014,Jan-14,Shugo,Coldstone,5.56,F,STRSTR
1/23/2014,Jan-14,Shugo,Stree,1.08,G,STRSTR
1/23/2014,Jan-14,Shugo,Stree,1.71,G,STRSTR
1/21/2014,Jan-14,Shugo,Murphy Pub,2.50,F,STRSTR
1/21/2014,Jan-14,Shugo,Stree,2.17,G,STRSTR
1/20/2014,Jan-14,Shugo,O'Reilly Auto Parts,6.53,S,STRSTR
1/20/2014,Jan-14,Shugo,Sam's Club,14.09,G,STRSTR
1/20/2014,Jan-14,Shugo,Siena Tavern,12.31,F,STRSTR
1/20/2014,Jan-14,Shugo,Theatre,17.00,S,STRSTR
1/20/2014,Jan-14,Shugo,Stree,16.86,G,STRSTR
1/20/2014,Jan-14,Shugo,Metra,11.50,S,STRSTR
1/17/2014,Jan-14,Shugo,Pin Bowling Lou,11.85,S,STRSTR
1/17/2014,Jan-14,Shugo,Pin Bowling Lou,5.00,F,STRSTR
1/17/2014,Jan-14,Shugo,Sushi Samba Rio,41.54,F,STRSTR
1/17/2014,Jan-14,Shugo,Crumbs River North,2.43,F,STRSTR
1/17/2014,Jan-14,Shugo,Panda Express,7.50,F,STRSTR
1/16/2014,Jan-14,Shugo,Dunkin Donuts,3.36,F,STRSTR
1/16/2014,Jan-14,Shugo,Crumbs River North,2.43,F,STRSTR
1/16/2014,Jan-14,Shugo,Potbelly Sandwich Works,6.41,F,STRSTR
1/15/2014,Jan-14,Shugo,McDonald's,3.85,F,STRSTR
1/15/2014,Jan-14,Shugo,Naf Naf Grill,8.04,F,STRSTR
1/14/2014,Jan-14,Shugo,Noodles & Company,10.20,F,STRSTR
1/13/2014,Jan-14,Shugo,Lou Malnati Pizz,3.56,F,STRSTR
1/13/2014,Jan-14,Shugo,Starbucks,1.47,F,STRSTR
1/13/2014,Jan-14,Shugo,Korean Place,7.74,F,STRSTR
1/10/2014,Jan-14,Shugo,Cosi,10.37,F,STRSTR
1/9/2014,Jan-14,Shugo,Dunkin Donuts,2.27,F,STRSTR
1/9/2014,Jan-14,Shugo,Metra,57.50,S,STRSTR
1/9/2014,Jan-14,Shugo,Bruno's,6.18,F,STRSTR
1/9/2014,Jan-14,Shugo,Kitche,6.54,F,STRSTR
1/9/2014,Jan-14,Shugo,McDonald's,2.53,F,STRSTR
1/6/2014,Jan-14,Shugo,Menard,1.62,E,STRSTR
1/6/2014,Jan-14,Shugo,Epic Burger,10.02,F,STRSTR
1/6/2014,Jan-14,Shugo,Crumbs River North,2.43,F,STRSTR
1/3/2014,Jan-14,Shugo,McDonald's,2.53,F,STRSTR
1/3/2014,Jan-14,Shugo,Taco Bell,4.60,F,STRSTR
1/2/2014,Jan-14,Shugo,Dunkin Donuts,2.27,F,STRSTR
1/2/2014,Jan-14,Shugo,K Kitchen,6.06,F,STRSTR
1/2/2014,Jan-14,Shugo,Dunkin Donuts,2.27,F,STRSTR
1/2/2014,Jan-14,Shugo,Jewel,5.43,F,STRSTR
12/31/2013,Dec-13,Shugo,Metra,57.50,S,STRSTR
12/31/2013,Dec-13,Shugo,Cosi,7.17,F,STRSTR
12/31/2013,Dec-13,Shugo,U Il Tuition,41.00,S,ONLSTR
12/30/2013,Dec-13,Shugo,South Barringto,7.63,S,STRSTR
12/27/2013,Dec-13,Shugo,AMC,21.50,S,STRSTR
12/26/2013,Dec-13,Shugo,IHOP,14.08,F,STRSTR
12/23/2013,Dec-13,Shugo,Mulan,40.32,C,ONLSTR
12/23/2013,Dec-13,Shugo,Fye,19.61,S,ONLSTR
12/23/2013,Dec-13,Shugo,Icing D W,41.97,C,STRSTR
12/23/2013,Dec-13,Shugo,Get Happy Woodfi,1.84,F,STRSTR
12/18/2013,Dec-13,Shugo,Stree,2.60,G,STRSTR
12/18/2013,Dec-13,Shugo,Dunkin Donuts,2.17,F,STRSTR
12/18/2013,Dec-13,Shugo,Starbucks,5.00,F,STRSTR
12/18/2013,Dec-13,Shugo,Espresso Royale,2.84,F,STRSTR
12/17/2013,Dec-13,Shugo,Charter Communications,30.00,S,ONLONL
12/17/2013,Dec-13,Shugo,Panera Bread,8.84,F,STRSTR
12/17/2013,Dec-13,Shugo,Antonios Pizza N,2.15,F,STRSTR
12/17/2013,Dec-13,Shugo,Sakanaya,30.00,F,STRSTR
12/16/2013,Dec-13,Shugo,Stree,1.30,G,STRSTR
12/16/2013,Dec-13,Shugo,Stree,3.87,G,STRSTR
12/16/2013,Dec-13,Shugo,Espresso Royale,2.73,F,STRSTR
12/13/2013,Dec-13,Shugo,Stree,6.24,G,STRSTR
12/12/2013,Dec-13,Shugo,Stree,3.28,G,STRSTR
12/12/2013,Dec-13,Shugo,Stree,4.54,G,STRSTR
12/12/2013,Dec-13,Shugo,Starbucks,5.00,F,STRSTR
12/11/2013,Dec-13,Shugo,Stree,5.10,G,STRSTR
12/10/2013,Dec-13,Shugo,Cravings,6.00,F,STRSTR
12/10/2013,Dec-13,Shugo,Panera Bread,4.79,F,STRSTR
12/10/2013,Dec-13,Shugo,Dunkin Donuts,3.49,F,STRSTR
12/9/2013,Dec-13,Shugo,Starbucks,5.00,F,STRSTR
12/9/2013,Dec-13,Shugo,Chipotle,7.27,F,STRSTR
12/9/2013,Dec-13,Shugo,Stree,1.96,G,STRSTR
12/9/2013,Dec-13,Shugo,Antonios Pizza N,5.00,F,STRSTR
12/9/2013,Dec-13,Shugo,Clybourne,1.00,F,STRSTR
12/9/2013,Dec-13,Shugo,Clybourne,2.00,F,STRSTR
12/9/2013,Dec-13,Shugo,Stree,0.75,G,STRSTR
12/9/2013,Dec-13,Shugo,Clybourne,2.00,F,STRSTR
12/9/2013,Dec-13,Shugo,Dunkin Donuts,2.17,F,STRSTR
12/9/2013,Dec-13,Shugo,Stree,1.21,G,STRSTR
12/9/2013,Dec-13,Shugo,Legend,2.00,F,STRSTR
12/9/2013,Dec-13,Shugo,Bevande,2.08,F,STRSTR
12/6/2013,Dec-13,Shugo,Stree,3.24,G,STRSTR
12/6/2013,Dec-13,Shugo,Dunkin Donuts,2.17,F,STRSTR
12/6/2013,Dec-13,Shugo,Espresso Royale,2.19,F,STRSTR
12/5/2013,Dec-13,Shugo,Check 1149,458.00,S,ONLSTR
12/5/2013,Dec-13,Shugo,Espresso Royale,2.46,F,STRSTR
12/5/2013,Dec-13,Shugo,Check 1150,458.00,S,ONLSTR
12/3/2013,Dec-13,Shugo,Stree,4.23,G,STRSTR
12/2/2013,Dec-13,Shugo,Sam's Club,6.09,G,STRSTR
12/2/2013,Dec-13,Shugo,Menard,24.09,E,STRSTR
12/2/2013,Dec-13,Shugo,Starbucks,5.00,F,STRSTR
12/2/2013,Dec-13,Shugo,Amazon,27.91,E,ONLONL
12/2/2013,Dec-13,Shugo,Yogurtland,7.10,F,STRSTR
11/29/2013,Nov-13,Shugo,Sam's Club,106.82,F,STRSTR
11/29/2013,Nov-13,Shugo,Pizanos Pizza,11.11,F,STRSTR
11/29/2013,Nov-13,Shugo,Great Clips,8.99,S,STRSTR
11/29/2013,Nov-13,Shugo,Target,5.45,C,STRSTR
11/27/2013,Nov-13,Shugo,McDonald's,5.52,F,STRSTR
11/27/2013,Nov-13,Shugo,McDonald's,1.11,F,STRSTR
11/27/2013,Nov-13,Shugo,Metra,11.50,S,STRSTR
11/27/2013,Nov-13,Shugo,McDonald's,1.32,F,STRSTR
11/25/2013,Nov-13,Shugo,Antonios Pizza N,2.50,F,STRSTR
11/25/2013,Nov-13,Shugo,Charter Communications,55.00,S,ONLONL
11/25/2013,Nov-13,Shugo,Bangkok Thai,8.65,F,STRSTR
11/22/2013,Nov-13,Shugo,Stree,4.33,G,STRSTR
11/22/2013,Nov-13,Shugo,Espresso Royale,2.19,F,STRSTR
11/21/2013,Nov-13,Shugo,Stree,9.02,G,STRSTR
11/21/2013,Nov-13,Shugo,Espresso Royale,2.46,F,STRSTR
11/20/2013,Nov-13,Shugo,Dunkin Donuts,3.49,F,STRSTR
11/19/2013,Nov-13,Shugo,Check 1146,26.69,S,STRSTR
11/19/2013,Nov-13,Shugo,Stree,7.02,G,STRSTR
11/19/2013,Nov-13,Shugo,Stree,2.95,G,STRSTR
11/19/2013,Nov-13,Shugo,Dunkin Donuts,2.17,F,STRSTR
11/19/2013,Nov-13,Shugo,Subway,6.55,F,STRSTR
11/19/2013,Nov-13,Shugo,Cravings,9.83,F,STRSTR
11/18/2013,Nov-13,Shugo,Antonios Pizza N,2.15,F,STRSTR
11/18/2013,Nov-13,Shugo,Stree,3.87,G,STRSTR
11/18/2013,Nov-13,Shugo,Espresso Royale,2.19,F,STRSTR
11/18/2013,Nov-13,Shugo,Dunkin Donuts,2.93,F,STRSTR
11/18/2013,Nov-13,Shugo,Legend,2.50,F,STRSTR
11/14/2013,Nov-13,Shugo,Check 1147,7.00,S,STRSTR
11/14/2013,Nov-13,Shugo,Stree,2.82,G,STRSTR
11/13/2013,Nov-13,Shugo,Stree,13.41,G,STRSTR
11/13/2013,Nov-13,Shugo,Espresso Royale,2.19,F,STRSTR
11/12/2013,Nov-13,Shugo,Stree,3.47,G,STRSTR
11/12/2013,Nov-13,Shugo,Sq Latte Da,2.13,F,STRSTR
11/11/2013,Nov-13,Shugo,Legend,2.00,F,STRSTR
11/11/2013,Nov-13,Shugo,Stree,6.92,G,STRSTR
11/11/2013,Nov-13,Shugo,Outback,20.00,F,STRSTR
11/11/2013,Nov-13,Shugo,Espresso Royale,2.19,F,STRSTR
11/11/2013,Nov-13,Shugo,Sq Sudden Impact,30.00,S,ONLONL
11/11/2013,Nov-13,Shugo,Stree,8.69,G,STRSTR
11/8/2013,Nov-13,Shugo,Cracked Truck,6.00,F,STRSTR
11/8/2013,Nov-13,Shugo,Aroma Cafe,3.06,F,STRSTR
11/8/2013,Nov-13,Shugo,Cravings,11.96,F,STRSTR
11/8/2013,Nov-13,Shugo,Espresso Royale,2.40,F,STRSTR
11/7/2013,Nov-13,Shugo,Bevande,1.80,F,STRSTR
11/6/2013,Nov-13,Shugo,Espresso Royale,1.86,F,STRSTR
11/5/2013,Nov-13,Shugo,Check 1145,451.00,S,ONLSTR
11/5/2013,Nov-13,Shugo,Antonios Pizza N,2.15,F,STRSTR
11/5/2013,Nov-13,Shugo,Stree,18.72,G,STRSTR
11/4/2013,Nov-13,Shugo,Cravings,5.98,F,STRSTR
11/4/2013,Nov-13,Shugo,Legend,1.50,F,STRSTR
11/4/2013,Nov-13,Shugo,Zas Italian Cafe,7.65,F,STRSTR
11/1/2013,Nov-13,Shugo,Brothers,27.22,F,STRSTR
11/1/2013,Nov-13,Shugo,Papa D Bar,3.60,F,STRSTR
11/4/2013,Nov-13,Lavanya,DUANE READE NEW YORK NY,13.81,G,STRSTR
11/4/2013,Nov-13,Lavanya,PANERA BREAD,9.28,F,STRSTR
11/5/2013,Nov-13,Lavanya,STARBUCKS,4.70,F,STRSTR
11/6/2013,Nov-13,Lavanya,CHIPOTLE,6.83,F,STRSTR
11/7/2013,Nov-13,Lavanya,ZAS ITALIAN CAFE - CHA CHAMPAIGN IL,7.65,F,STRSTR
11/8/2013,Nov-13,Lavanya,BANGKOK THAI INC CHAMPAIGN IL,8.65,F,STRSTR
11/8/2013,Nov-13,Lavanya,COUNTY MARKET 515 CHAMPAIGN IL,16.09,G,STRSTR
11/9/2013,Nov-13,Lavanya,ANTONIOS PIZZA - NEW CHAMPAIGN IL,9.30,F,STRSTR
11/10/2013,Nov-13,Lavanya,AMBAR INDIA CHAMPAIGN IL,10.00,F,STRSTR
11/11/2013,Nov-13,Lavanya,STARBUCKS,4.37,F,STRSTR
11/12/2013,Nov-13,Lavanya,COLDSTONE #22162 CHAMPAIGN IL,4.58,F,STRSTR
11/15/2013,Nov-13,Lavanya,METRA UNION STATION CSHAPERO@FAIRIL,6.75,S,STRSTR
11/15/2013,Nov-13,Lavanya,POTBELLY 071 CHICAGO IL,8.84,F,STRSTR
11/17/2013,Nov-13,Lavanya,ONLINE FOOD ORDER - EC BALTIMORE MD,21.66,F,ONLONL
11/18/2013,Nov-13,Lavanya,CHIPOTLE 0771 CHAMPAIGN IL,8.79,F,STRSTR
11/19/2013,Nov-13,Lavanya,DAIRY QUEEN #11400 URBANA IL,3.59,F,STRSTR
11/20/2013,Nov-13,Lavanya,BEVANDE URBANA IL,3.99,F,STRSTR
11/22/2013,Nov-13,Lavanya,STARBUCKS,10.00,F,STRSTR
11/23/2013,Nov-13,Lavanya,PAPA JOHN'S,14.38,F,ONLONL
12/1/2013,Dec-13,Lavanya,MIRCH MASALA GROCERY,31.72,G,STRSTR
12/1/2013,Dec-13,Lavanya,PAPA DELS PIZZA CHAMPAIGN IL,3.95,F,STRSTR
12/1/2013,Dec-13,Lavanya,WALGREENS #1156 CHAMPAIGN IL,13.23,G,STRSTR
12/3/2013,Dec-13,Lavanya,CHIPOTLE 0771 CHAMPAIGN IL,6.83,F,STRSTR
12/4/2013,Dec-13,Lavanya,ZAS ITALIAN CAFE - CHA CHAMPAIGN IL,7.65,F,STRSTR
12/5/2013,Dec-13,Lavanya,CREPE DELICIOUS URBANA IL,8.58,F,STRSTR
12/5/2013,Dec-13,Lavanya,EINSTEIN'S #6182 STORE URBANA IL,4.10,F,STRSTR
12/5/2013,Dec-13,Lavanya,INSOMNIA COOKIES - JOH CHAMPAIGN IL,14.21,F,STRSTR
12/5/2013,Dec-13,Lavanya,POTBELLY 069 CHAMPAIGN IL,5.57,F,STRSTR
12/7/2013,Dec-13,Lavanya,BANGKOK THAI INC CHAMPAIGN IL,8.65,F,STRSTR
12/8/2013,Dec-13,Lavanya,COCOMERO LLC CHAMPAIGN IL10175,4.76,F,STRSTR
12/8/2013,Dec-13,Lavanya,SAKANAYA CHAMPAIGN IL,15.05,F,STRSTR
12/9/2013,Dec-13,Lavanya,STARBUCKS,11.39,F,STRSTR
12/10/2013,Dec-13,Lavanya,COUNTY MARKET 515 CHAMPAIGN IL,20.53,G,STRSTR
12/10/2013,Dec-13,Lavanya,JIMMY JOHNS - 90036 - URBANA IL,7.50,F,ONLONL
12/11/2013,Dec-13,Lavanya,COUNTY MARKET 515 CHAMPAIGN IL,20.51,G,STRSTR
12/11/2013,Dec-13,Lavanya,VENTRA VENDING 05302 CHICAGO IL,5.00,S,STRSTR
12/12/2013,Dec-13,Lavanya,THAI URBAN KITCHEN CHICAGO IL,26.20,F,STRSTR
12/13/2013,Dec-13,Lavanya,BEVANDE URBANA IL,6.06,F,STRSTR
12/14/2013,Dec-13,Lavanya,TACO BELL #16248 URBANA IL,6.75,F,STRSTR
12/15/2013,Dec-13,Lavanya,NOODLES & COMPANY 9502 CHAMPAIGN IL01555R,7.92,F,STRSTR
12/15/2013,Dec-13,Lavanya,STARBUCKS,10.00,F,STRSTR
12/16/2013,Dec-13,Lavanya,ZAS ITALIAN CAFE - CHA CHAMPAIGN IL,10.93,F,STRSTR
12/18/2013,Dec-13,Lavanya,COUNTY MARKET 515 CHAMPAIGN IL,10.11,G,STRSTR
12/18/2013,Dec-13,Lavanya,PANERA BREAD #1369 CHAMPAIGN IL,12.00,F,STRSTR
12/19/2013,Dec-13,Lavanya,CHIPOTLE 0771 CHAMPAIGN IL,6.83,F,STRSTR
12/21/2013,Dec-13,Lavanya,FLAT TOP GRILL #214 CHAMPAIGN IL513399,10.82,F,STRSTR
12/23/2013,Dec-13,Lavanya,TARGET VERNON HILLS IL,5.00,G,STRSTR
1/22/2014,Jan-14,Lavanya,CREPE DELICIOUS OF IL IN URBANA IL,5.99,F,STRSTR
1/22/2014,Jan-14,Lavanya,HOUSING DINING SERVICES,14.44,F,STRSTR
1/23/2014,Jan-14,Lavanya,BEYOND THE WALL STROUDSBURG PA,22.52,G,ONLONL
1/23/2014,Jan-14,Lavanya,STARBUCKS CARD RELOAD,10.00,F,ONLONL
1/27/2014,Jan-14,Lavanya,THINKGEEK INC,31.52,E,ONLONL
1/28/2014,Jan-14,Lavanya,JIMMY JOHN'S,6.80,F,ONLSTR
1/28/2014,Jan-14,Lavanya,NOODLES & COMPANY,10.11,F,STRSTR
1/28/2014,Jan-14,Lavanya,WALGREENS,31.30,G,STRSTR
1/29/2014,Jan-14,Lavanya,CREPE DELICIOUS,5.99,F,STRSTR
1/29/2014,Jan-14,Lavanya,INSOMNIA COOKIES,14.21,F,STRSTR
1/29/2014,Jan-14,Lavanya,WALGREENS,3.63,G,STRSTR
1/30/2014,Jan-14,Lavanya,PAPA JOHN'S,21.87,F,ONLONL
1/31/2014,Jan-14,Lavanya,BEVANDE,3.99,F,STRSTR
1/31/2014,Jan-14,Lavanya,CASABLANCA,6.18,F,STRSTR
1/31/2014,Jan-14,Lavanya,COUNTY MARKET,35.49,G,STRSTR
2/1/2014,Feb-14,Lavanya,MIRCH MASALA,25.69,G,STRSTR
2/1/2014,Feb-14,Lavanya,WALGREENS,4.67,G,STRSTR
2/3/2014,Feb-14,Lavanya,BEVANDE,3.99,F,STRSTR
2/4/2014,Feb-14,Lavanya,COUNTY MARKET,33.00,G,STRSTR
2/6/2014,Feb-14,Lavanya,BASIL THAI,8.71,F,STRSTR
2/7/2014,Feb-14,Lavanya,PANDA EXPRESS,7.22,F,STRSTR
2/8/2014,Feb-14,Lavanya,FLAT TOP GRILL,30.42,F,STRSTR
2/9/2014,Feb-14,Lavanya,NOODLES & COMPANY,9.56,F,STRSTR
2/11/2014,Feb-14,Lavanya,BEVANDE,3.99,F,STRSTR
2/12/2014,Feb-14,Lavanya,PANERA BREAD,9.30,F,STRSTR
2/15/2014,Feb-14,Lavanya,ESPRESSOROYAL,2.84,F,STRSTR
2/20/2014,Feb-14,Lavanya,BEVANDE,4.70,F,STRSTR
2/21/2014,Feb-14,Lavanya,PANERA BREAD,9.50,F,STRSTR
2/24/2014,Feb-14,Lavanya,WAL-MART,46.41,G,STRSTR
2/24/2014,Feb-14,Lavanya,ZAS ITALIAN CAFE,7.67,F,STRSTR
2/25/2014,Feb-14,Lavanya,BEVANDE,6.34,F,STRSTR
2/27/2014,Feb-14,Lavanya,WALGREENS,10.59,G,STRSTR
3/1/2014,Mar-14,Lavanya,AMC S BARRINGTON,6.75,S,STRSTR
3/1/2014,Mar-14,Lavanya,FANDANGO.COM,12.00,S,ONLONL
3/2/2014,Mar-14,Lavanya,MARIANOS,34.88,G,STRSTR
3/6/2014,Mar-14,Lavanya,PAPA JOHN'S,15.30,F,ONLONL
3/6/2014,Mar-14,Lavanya,ZAS ITALIAN CAFE,5.75,F,STRSTR
3/7/2014,Mar-14,Lavanya,NOODLES & COMPANY,8.76,F,STRSTR
3/10/2014,Mar-14,Lavanya,ZAS ITALIAN CAFE,8.49,F,STRSTR
3/11/2014,Mar-14,Lavanya,BEVIER CAFETERIA,3.27,F,STRSTR
3/11/2014,Mar-14,Lavanya,PANDA EXPRESS,1.92,F,STRSTR
3/12/2014,Mar-14,Lavanya,BEVANDE,3.99,F,STRSTR
3/13/2014,Mar-14,Lavanya,PAPA JOHN'S,10.00,F,ONLONL
3/14/2014,Mar-14,Lavanya,ANTONIOS PIZZA,3.40,F,STRSTR
3/17/2014,Mar-14,Lavanya,ESPRESSOROYAL,3.82,F,STRSTR
3/18/2014,Mar-14,Lavanya,TEDXUIUC,15.00,S,ONLONL
3/19/2014,Mar-14,Lavanya,BEVANDE,3.99,F,STRSTR
3/20/2014,Mar-14,Lavanya,BEVANDE,3.99,F,STRSTR
3/20/2014,Mar-14,Lavanya,COUNTY MARKET,21.76,G,STRSTR
3/20/2014,Mar-14,Lavanya,ONLINE FOOD ORDER,17.32,F,ONLONL
3/22/2014,Mar-14,Lavanya,ANTONIOS PIZZA,2.50,F,STRSTR
3/22/2014,Mar-14,Lavanya,THE BREAD COMPANY URBANA IL,28.67,F,STRSTR
3/23/2014,Mar-14,Lavanya,DAIRY QUEEN #11400 URBANA IL,2.73,F,STRSTR
3/24/2014,Mar-14,Lavanya,ONLINE FOOD ORDER,1.00,F,ONLONL
3/29/2014,Mar-14,Lavanya,DUNKIN,13.06,F,STRSTR
3/30/2014,Mar-14,Lavanya,AMAZON MKTPLACE,0.17,E,ONLONL
